_const0_, CONST0, 0, 0
_const1_, CONST1, 1, 0
A2O1A1Ixp33_ASAP7_75t_L, (!A1 * !B) + (!A2 * !B) + (!C), 0000011111111111, 0, 18.83, 19.24, 16.79, 15.59
A2O1A1O1Ixp25_ASAP7_75t_L, (!A1 * !B * !D) + (!A2 * !B * !D) + (!C * !D), 00000000000000000000011111111111, 0, 23.55, 22.99, 20.73, 18.5, 18.26
AO211x2_ASAP7_75t_L, (A1 * A2) + (B) + (C), 1111111111111000, 3.73, 23.75, 23.99, 22.26, 20.86
AO21x1_ASAP7_75t_L, (A1 * A2) + (B), 11111000, 1.4, 19.5, 19.12, 19.12
AO21x2_ASAP7_75t_L, (A1 * A2) + (B), 11111000, 1.63, 19.5, 19.12, 19.12
AO221x1_ASAP7_75t_L, (A1 * A2) + (B1 * B2) + (C), 11111111111111111111100010001000, 2.33, 26.98, 27.27, 24.19, 24.27, 23.99
AO221x2_ASAP7_75t_L, (A1 * A2) + (B1 * B2) + (C), 11111111111111111111100010001000, 2.57, 26.98, 27.27, 24.19, 24.27, 23.99
AO222x2_ASAP7_75t_L, (A1 * A2) + (B1 * B2) + (C1 * C2), 1111111111111111111110001000100011111000100010001111100010001000, 5.13, 29.14, 29.24, 27.33, 27.33, 24.38, 24.36
AO22x1_ASAP7_75t_L, (A1 * A2) + (B1 * B2), 1111100010001000, 2.1, 22.29, 22, 21.44, 20.94
AO22x2_ASAP7_75t_L, (A1 * A2) + (B1 * B2), 1111100010001000, 2.33, 22.29, 22, 21.44, 20.94
AO31x2_ASAP7_75t_L, (A1 * A2 * A3) + (B), 1111111110000000, 3.73, 20.23, 21.19, 21.51, 21.3
AO322x2_ASAP7_75t_L, (A1 * A2 * A3) + (B1 * B2) + (C1 * C2), 11111111111111111111111111111111111111111000000010000000100000001111111110000000100000001000000011111111100000001000000010000000, 3.5, 1, 1, 1, 1, 1, 1, 1
AO32x1_ASAP7_75t_L, (A1 * A2 * A3) + (B1 * B2), 11111111100000001000000010000000, 1.87, 24.49, 25.56, 26.59, 25.12, 25.51
AO32x2_ASAP7_75t_L, (A1 * A2 * A3) + (B1 * B2), 11111111100000001000000010000000, 2.1, 24.49, 25.56, 26.59, 25.12, 25.51
AO331x1_ASAP7_75t_L, (A1 * A2 * A3) + (B1 * B2 * B3) + (C), 11111111111111111111111111111111111111111111111111111111111111111111111110000000100000001000000010000000100000001000000010000000, 2.33, 1, 1, 1, 1, 1, 1, 1
AO331x2_ASAP7_75t_L, (A1 * A2 * A3) + (B1 * B2 * B3) + (C), 11111111111111111111111111111111111111111111111111111111111111111111111110000000100000001000000010000000100000001000000010000000, 2.57, 1, 1, 1, 1, 1, 1, 1
