_const0_, CONST0, 0, 0
_const1_, CONST1, 1, 0
sg13g2_a21o_1, ((A1*A2)+B1), 11111000, 12.7, 162.51, 168.07, 147.52
sg13g2_a21o_2, ((A1*A2)+B1), 11111000, 14.52, 162.51, 168.07, 147.52
sg13g2_a21oi_1, !((A1*A2)+B1), 00000111, 9.07, 116.43, 128.14, 94.52
sg13g2_a21oi_2, !((A1*A2)+B1), 00000111, 14.52, 116.43, 128.14, 94.52
sg13g2_a221oi_1, !((A1*A2)+(B1*B2)+C1), 00000000000000000000011101110111, 14.52, 175.28, 183.21, 158.77, 169.06, 122.24
sg13g2_a22oi_1, !((A1*A2)+B1+B2), 0000000000000111, 10.85, 129.78, 135.6, 116.19, 106.47
sg13g2_and2_1, (A*B), 1000, 9.07, 138.12, 143.41
sg13g2_and2_2, (A*B), 1000, 10.89, 138.12, 143.41
sg13g2_and3_1, (A*B*C), 10000000, 12.7, 152.85, 161.09, 164.31
sg13g2_and3_2, (A*B*C), 10000000, 12.7, 152.85, 161.09, 164.31
sg13g2_and4_1, (A*B*C*D), 1000000000000000, 14.52, 167.4, 177.05, 183.72, 187.31
sg13g2_and4_2, (A*B*C*D), 1000000000000000, 16.33, 167.4, 177.05, 183.72, 187.31
sg13g2_buf_1, A, 10, 7.26, 189.57
sg13g2_buf_16, A, 10, 45.36, 189.57
sg13g2_buf_2, A, 10, 9.07, 189.57
sg13g2_buf_4, A, 10, 14.52, 189.57
sg13g2_buf_8, A, 10, 23.59, 189.57
sg13g2_dlygate4sd1_1, A, 10, 14.52, 189.57
sg13g2_dlygate4sd2_1, A, 10, 14.52, 189.57
sg13g2_dlygate4sd3_1, A, 10, 16.33, 189.57
sg13g2_inv_1, !(A), 01, 5.44, 60.2
sg13g2_inv_16, !(A), 01, 34.47, 60.2
sg13g2_inv_2, !(A), 01, 7.26, 60.2
sg13g2_inv_4, !(A), 01, 10.89, 60.2
sg13g2_inv_8, !(A), 01, 18.14, 60.2
sg13g2_mux2_1, (!S*A0)+(S*A1), 11001010, 18.14, 157.57, 158.56, 215.64
sg13g2_mux2_2, (!S*A0)+(S*A1), 11001010, 19.96, 157.57, 158.56, 215.64
sg13g2_mux4_1, (A0*(!S0*!S1))+(A1*(S0*!S1))+(A2*(!S0*S1))+(A3*(S0*S1)), 1111111100000000111100001111000011001100110011001010101010101010, 38.1, 220.61, 219.67, 228.64, 228.19, 300.62, 187.06
sg13g2_nand2_1, !(A*B), 0111, 7.26, 81.08, 92.37
sg13g2_nand2_2, !(A*B), 0111, 10.89, 81.08, 92.37
sg13g2_nand2b_1, !(!A_N*B), 1011, 9.07, 139.72, 86.4
sg13g2_nand2b_2, !(!A_N*B), 1011, 14.52, 139.72, 86.4
sg13g2_nand3_1, !(A*B*C), 01111111, 9.07, 101.9, 113.73, 119.13
sg13g2_nand3b_1, !(!A_N*B*C), 10111111, 12.7, 140.09, 115.89, 123.11
sg13g2_nand4_1, !(A*B*C*D), 0111111111111111, 10.89, 116.25, 130.02, 137.4, 141.56
sg13g2_nor2_1, !(A+B), 0001, 7.26, 99.78, 86.88
sg13g2_nor2_2, !(A+B), 0001, 10.89, 99.78, 86.88
sg13g2_nor2b_1, !(A+!B_N), 0100, 9.07, 86.69, 144.51
sg13g2_nor2b_2, !(A+!B_N), 0100, 12.7, 86.69, 144.51
sg13g2_nor3_1, !(A+B+C), 00000001, 9.07, 132.88, 127.18, 110.69
sg13g2_nor3_2, !(A+B+C), 00000001, 16.33, 132.88, 127.18, 110.69
sg13g2_nor4_1, !(A+B+C+D), 0000000000000001, 10.89, 167.64, 163.79, 146.1, 127.62
sg13g2_nor4_2, !(A+B+C+D), 0000000000000001, 21.77, 167.64, 163.79, 146.1, 127.62
sg13g2_o21ai_1, !((A1+A2)*B1), 00011111, 9.07, 143.9, 134.28, 100.06
sg13g2_or2_1, (A+B), 1110, 9.07, 152.79, 147.6
sg13g2_or2_2, (A+B), 1110, 10.89, 152.79, 147.6
sg13g2_or3_1, (A+B+C), 11111110, 12.7, 178.92, 174.41, 163.72
sg13g2_or3_2, (A+B+C), 11111110, 14.52, 178.92, 174.41, 163.72
sg13g2_or4_1, (A+B+C+D), 1111111111111110, 14.52, 209.55, 205.3, 193.65, 178.24
sg13g2_or4_2, (A+B+C+D), 1111111111111110, 16.33, 209.55, 205.3, 193.65, 178.24
sg13g2_xnor2_1, !(A^B), 1001, 14.52, 193.12, 181.45
sg13g2_xor2_1, (A^B), 0110, 14.52, 201.92, 190.11
