_const0_, CONST0, 0, 0
_const1_, CONST1, 1, 0
AND2X1, (A B), 1000, 2.35, 47.77, 87.82
AND2X2, (A B), 1000, 2.82, 47.77, 87.82
AOI21X1, (!((A B)+C)), 00000111, 2.82, 152.15, 148.97, 153.67
AOI22X1, (!((C D)+(A B))), 0000011101110111, 3.29, 166.42, 163.57, 154.92, 156.84
BUFX2, A, 10, 2.35, 86.68
BUFX4, A, 10, 2.82, 86.68
CLKBUF1, A, 10, 5.63, 86.68
CLKBUF2, A, 10, 7.51, 86.68
CLKBUF3, A, 10, 9.86, 86.68
FAX1, (((A B)+(B C))+(C A)), 11101000, 8.92, 1, 1, 1
FAX1, ((A^B)^C), 10010110, 8.92, 1, 1, 1
HAX1, (A B), 1000, 4.69, 47.77, 87.82
HAX1, (A^B), 0110, 4.69, 127.8, 93.09
INVX1, (!A), 01, 1.41, 106.34
INVX2, (!A), 01, 1.88, 106.34
INVX4, (!A), 01, 3.29, 106.34
INVX8, (!A), 01, 3.29, 106.34
MUX2X1, (!((S A) + (!S B))), 01010011, 3.75, 155.61, 156.46, 125.57
NAND2X1, (!(A B)), 0111, 1.88, 146.35, 142.77
NAND3X1, (!((A B) C)), 01111111, 2.35, 131.37, 154.15, 143.37
NOR2X1, (!(A+B)), 0001, 2.35, 149.96, 151.59
NOR3X1, (!((A+B)+C)), 00000001, 2.82, 157.04, 162.2, 160.68
OAI21X1, (!((A+B) C)), 00011111, 2.82, 150.41, 149.46, 148.83
OR2X1, (A+B), 1110, 2.35, 59.28, 56.83
OR2X2, (A+B), 1110, 2.82, 59.28, 56.83
XNOR2X1, (!(A^B)), 1001, 4.69, 122.9, 93.98
XOR2X1, (A^B), 0110, 4.69, 127.8, 93.09
